72,32,24
35,96,77
21,57,39
70,48,76
66,41,28
67,28,99
82,85,74
76,49,18
21,84,55
85,72,31
77,85,29
10,62,98
64,73,88
76,49,18
88,67,88
66,41,28
42,54,91
28,43,75
45,77,41
34,91,45
97,26,75
82,85,74
34,13,58
34,46,84
91,26,56
25,26,33
62,13,92
77,12,87
70,36,53
31,64,16
31,95,17
71,61,75
87,21,75
29,55,51
34,13,58
67,25,85
59,89,33
69,81,40
77,85,29
87,50,91
12,92,78
85,72,31
21,84,55
39,26,26
72,32,24
22,10,37
87,50,91
11,95,90
27,87,97
99,54,73
86,49,17
75,95,10
61,19,93
41,57,49
89,35,36
95,93,35
28,43,75
39,61,40
29,55,51
70,36,53
67,28,99
61,19,93
66,41,28
53,75,13
50,43,13
84,33,54
65,63,51
34,94,62
72,55,66
60,24,85
82,85,74
29,25,37
34,92,36
89,35,36
46,25,16
43,60,69
99,89,42
65,86,75
77,85,29
14,23,25
34,92,36
73,95,21
41,87,65
93,84,99
22,97,29
34,92,36
89,81,49
79,83,22
10,36,82
75,95,10
79,85,56
33,90,55
69,18,55
80,57,40
93,84,99
24,90,37
77,85,29
45,11,43
40,39,80
29,82,42
98,12,16
83,68,55
91,41,44
10,52,97
17,78,92
22,10,37
18,30,60
95,54,64
76,49,18
43,25,36
28,77,89
31,95,17
82,85,74
14,16,62
79,85,56
70,36,53
95,72,87
69,81,40
47,44,17
21,84,55
60,24,85
72,54,77
45,90,59
34,94,62
21,84,55
95,54,64
89,76,62
20,29,54
95,93,35
21,84,55
77,85,29
81,92,19
35,60,36
97,88,82
91,61,85
25,48,64
67,28,99
98,52,45
45,50,73
69,68,39
46,40,92
27,87,97
65,63,51
53,75,13
93,26,10
25,48,64
73,95,21
75,95,10
97,68,28
82,85,74
72,32,24
31,64,16
19,15,57
56,65,37
39,61,40
70,70,83
53,75,13
37,57,88
24,17,92
21,84,55
44,14,90
70,36,53
27,52,78
43,25,36
69,92,88
59,89,33
21,84,55
73,82,94
27,52,78
66,41,28
39,61,40
65,93,57
35,39,51
61,88,25
65,86,75
91,83,37
73,95,21
25,48,64
70,36,53
30,24,44
43,53,87
70,36,53
77,85,29
37,46,28
91,41,44
82,85,74
53,75,13
82,85,74
73,16,52
75,95,10
73,95,21
44,14,90
79,83,22
93,68,89
11,95,90
70,70,83
66,41,28
13,92,20
80,28,51
24,90,37
65,86,75
77,85,29
89,35,36
73,16,52
29,55,51
67,28,99
82,85,74
70,36,53
98,52,45
89,35,36
26,54,48
67,25,85
46,25,16
87,21,75
70,36,53
21,84,55
13,27,56
59,57,53
69,18,55
27,43,35
67,78,77
69,49,81
45,32,62
83,68,55
39,61,40
47,62,22
67,28,99
81,50,66
80,57,40
43,25,36
36,72,60
82,85,74
53,75,13
84,33,54
21,84,55
91,83,37
71,81,67
97,26,75
79,85,56
27,87,97
65,63,51
57,43,97
37,84,17
91,26,56
89,35,36
21,95,85
28,43,75
91,83,37
60,42,80
17,33,24
70,12,38
21,84,55
20,82,95
60,42,80
31,95,17
43,25,36
87,21,75
46,19,38
35,45,56
71,95,21
83,14,29
63,74,36
28,77,89
67,28,99
40,71,97
56,29,46
56,77,81
17,33,24
16,20,88
91,61,85
75,95,10
21,84,55
40,71,97
40,11,18
83,67,30
56,77,81
12,66,20
17,33,24
34,94,62
59,57,53
36,74,58
19,87,40
26,35,28
73,16,52
21,84,55
26,80,46
82,85,74
19,87,40
44,14,90
17,33,24
28,77,89
91,61,85
21,84,55
71,19,53
27,87,97
46,25,16
81,50,66
83,67,30
67,28,99
65,64,30
14,23,25
77,85,29
24,90,37
75,95,10
32,47,74
67,28,99
48,92,91
18,98,90
34,92,36
59,57,53
79,83,22
21,84,55
94,44,32
65,63,51
31,95,17
83,98,12
43,53,87
28,77,89
47,44,17
56,65,37
72,32,24
11,19,48
39,26,26
18,98,90
47,53,81
30,24,44
64,18,50
77,85,29
90,88,54
43,25,36
66,77,13
44,53,99
24,90,37
76,69,69
97,88,82
80,28,51
47,44,17
66,41,28
29,55,51
99,28,18
76,69,69
46,19,38
72,55,66
97,26,75
34,92,36
26,83,61
70,12,38
15,97,11
21,84,55
31,86,87
70,48,76
24,17,92
34,91,45
81,92,19
41,78,58
37,46,28
21,84,55
37,84,17
63,81,60
62,13,92
91,83,37
79,85,56
17,33,24
29,55,51
12,66,20
28,77,89
81,92,19
96,72,76
79,16,19
31,95,17
56,65,37
28,77,89
24,31,66
89,76,62
15,97,11
64,73,88
72,55,66
91,83,37
14,23,25
82,85,74
31,95,17
70,12,38
40,71,97
61,19,93
70,36,53
77,85,29
53,75,13
13,27,56
87,21,75
24,17,92
75,95,10
70,70,83
80,60,16
98,23,99
29,55,51
28,21,39
58,65,36
37,46,28
99,59,43
66,41,28
82,85,74
27,87,97
25,48,64
37,55,38
34,92,36
83,68,55
96,47,44
75,95,10
73,95,21
68,44,83
79,85,56
77,85,29
41,87,65
77,85,29
89,27,48
77,85,29
32,47,74
46,40,92
81,92,19
21,84,55
39,93,39
12,66,20
24,86,49
90,88,54
28,77,89
96,47,44
82,85,74
12,96,17
89,81,49
78,11,88
64,15,74
64,18,50
44,14,90
34,94,62
32,83,37
17,33,24
72,37,18
78,11,88
97,88,82
29,55,51
77,85,29
20,29,54
72,54,77
82,85,74
40,71,97
93,84,99
21,84,55
73,95,21
47,53,81
77,12,87
70,36,53
53,75,13
34,13,58
40,71,97
29,35,85
88,28,41
97,68,28
45,90,59
32,83,37
27,87,97
65,63,51
93,68,89
99,89,42
70,70,83
54,47,86
25,26,33
72,32,24
46,25,16
13,10,20
66,41,28
46,25,16
40,11,18
82,85,74
77,85,29
20,90,22
15,97,11
73,95,21
41,43,72
28,21,39
38,30,69
14,23,25
89,27,48
84,33,54
53,91,80
79,85,56
35,60,36
43,25,36
88,67,88
43,25,36
31,95,17
78,11,88
84,33,54
34,46,84
21,49,70
90,88,54
27,87,97
88,96,79
34,94,62
75,95,10
95,91,36
21,84,55
79,85,56
80,28,51
67,28,99
77,85,29
58,67,73
46,75,33
35,45,56
35,64,97
21,84,55
65,63,51
22,97,29
81,50,66
54,99,58
70,12,38
87,21,75
60,42,80
60,98,18
56,77,81
46,25,16
34,26,99
98,12,16
79,85,56
79,16,19
40,71,97
57,29,79
91,61,85
16,62,22
70,70,83
63,81,60
33,90,55
21,84,55
34,13,58
61,19,93
34,91,45
19,20,73
87,21,75
27,87,97
71,95,21
20,90,22
77,85,29
37,55,38
78,74,27
75,95,10
17,33,24
93,36,62
79,52,99
79,85,56
70,36,53
45,90,59
39,61,40
12,96,17
27,87,97
73,82,94
24,55,89
75,95,10
21,78,47
37,46,28
25,48,64
68,44,83
50,93,98
54,47,86
90,98,62
28,21,39
34,70,25
35,45,56
54,66,66
46,25,16
77,85,29
21,76,96
66,41,28
86,15,13
24,86,49
19,20,73
91,61,85
95,91,36
91,26,56
20,90,22
71,95,21
82,85,74
24,86,49
89,35,36
78,11,88
43,25,36
59,70,74
21,84,55
10,62,98
21,84,55
76,69,69
81,92,19
11,24,16
60,24,85
65,63,51
20,90,22
53,75,13
39,93,39
46,25,16
50,43,13
73,16,52
10,36,82
83,25,16
45,11,43
73,95,21
91,88,16
67,41,77
39,93,39
48,92,91
83,22,68
43,25,36
27,87,97
43,60,69
66,77,13
35,64,97
13,10,20
20,90,22
68,44,83
47,44,17
91,26,56
21,84,55
43,25,36
82,85,74
69,18,55
41,57,49
21,95,85
75,95,10
48,86,59
70,36,53
64,18,50
67,41,77
31,64,16
76,49,18
67,25,85
39,93,39
17,33,24
39,38,84
21,76,96
66,41,28
21,84,55
17,78,92
63,74,36
21,84,55
93,26,10
69,32,51
17,33,24
58,67,73
86,15,13
66,63,59
43,61,39
65,93,57
69,68,39
63,81,60
66,63,59
22,11,91
87,21,75
35,39,51
20,29,54
34,13,58
21,57,39
73,95,21
28,21,39
98,12,16
43,60,69
66,77,13
17,78,92
10,52,97
60,24,85
41,78,58
77,85,29
81,92,19
21,84,55
27,87,97
21,84,55
75,95,10
21,84,55
46,25,16
25,48,64
97,68,28
11,24,16
26,80,46
45,77,41
65,63,51
97,26,75
73,16,52
54,99,58
82,85,74
99,59,43
27,87,97
43,60,69
25,26,33
65,63,51
82,85,74
81,92,19
34,26,99
21,95,85
73,16,52
59,57,53
67,28,99
77,85,29
97,88,82
56,90,12
75,95,10
78,75,28
66,63,59
67,41,77
97,68,28
21,78,47
47,53,81
70,12,38
54,47,86
21,84,55
95,91,36
93,68,89
13,10,20
41,87,65
70,70,83
93,36,62
72,54,77
91,26,56
66,77,13
40,71,97
53,75,13
44,14,90
82,45,57
66,41,28
89,81,49
59,57,53
22,10,37
65,93,57
43,25,36
75,95,10
46,40,92
63,74,36
66,63,59
48,92,91
83,67,30
47,44,17
25,26,33
27,87,97
84,33,54
65,63,51
75,95,10
64,18,50
31,64,16
31,95,17
17,78,92
17,33,24
29,25,37
27,87,97
31,95,17
77,85,29
75,95,10
77,85,29
75,95,10
79,85,56
88,67,88
72,54,77
98,23,99
70,75,66
27,87,97
80,57,40
77,85,29
56,65,37
29,55,51
27,87,97
32,47,74
89,81,49
67,41,77
89,81,49
54,99,58
34,92,36
67,83,44
75,95,10
29,55,51
18,30,60
83,67,30
97,68,28
59,57,53
67,25,85
29,55,51
43,61,39
56,77,81
74,83,88
27,87,97
79,52,99
66,41,28
16,62,22
96,88,26
21,84,55
60,42,80
37,37,58
31,95,17
67,25,85
54,47,86
84,33,54
83,22,68
28,77,89
75,95,10
95,93,35
83,68,55
72,37,18
83,98,12
10,62,98
91,83,37
72,75,60
79,16,19
72,32,24
21,84,55
43,60,69
66,41,28
72,37,18
39,38,84
27,87,97
10,62,98
66,77,13
79,52,99
88,16,68
47,62,22
34,46,84
72,32,24
20,29,54
18,98,90
86,15,13
99,54,73
83,68,55
56,65,37
26,83,61
66,41,28
40,71,97
91,13,98
24,86,49
90,88,54
73,16,52
37,55,38
21,84,55
43,82,50
13,92,20
78,74,27
53,75,13
97,68,28
67,78,77
50,43,13
66,77,13
76,69,69
24,21,28
40,36,48
73,95,21
83,67,30
67,28,99
89,35,36
66,41,28
88,67,88
89,33,84
40,36,48
66,41,28
82,85,74
95,56,50
20,29,54
21,84,55
93,84,99
95,54,64
22,97,29
88,67,88
76,69,69
71,81,67
59,57,53
91,26,56
88,96,79
40,11,18
73,95,21
81,50,66
82,45,57
21,84,55
34,91,45
65,63,51
28,77,89
31,95,17
21,76,96
91,61,85
11,24,16
53,75,13
32,47,74
73,95,21
25,26,33
75,95,10
93,26,10
99,89,42
16,24,58
34,91,45
39,93,39
28,77,89
79,85,56
77,85,29
65,63,51
27,87,97
66,41,28
43,53,87
82,85,74
21,84,55
46,75,33
10,52,97
65,63,51
99,54,73
73,16,52
24,86,49
65,63,51
69,92,88
22,97,29
67,28,99
95,54,64
86,74,94
78,75,28
88,67,88
27,87,97
43,53,87
75,95,10
83,67,30
19,15,57
25,26,33
65,86,75
18,98,90
67,83,44
66,41,28
72,32,24
53,60,38
31,95,17
46,40,92
65,63,51
20,29,54
22,11,91
56,92,88
19,20,73
73,95,21
70,12,38
73,95,21
72,37,18
20,82,95
40,39,80
27,87,97
66,41,28
34,70,25
29,82,42
20,82,95
21,84,55
95,56,50
31,64,16
73,95,21
43,25,36
18,30,60
22,97,29
87,50,91
85,30,41
29,55,51
67,78,77
89,33,84
69,81,40
91,26,35
43,25,36
21,84,55
14,23,25
37,71,75
37,55,38
18,98,90
53,75,13
43,25,36
34,94,62
46,40,92
66,41,28
31,95,17
28,77,89
43,61,39
26,54,48
27,87,97
34,92,36
10,52,97
19,30,34
35,39,51
17,33,24
22,97,29
40,71,97
91,13,98
86,49,17
29,54,68
90,98,62
18,30,60
82,85,74
67,28,99
46,40,92
56,29,46
85,72,31
27,43,35
21,84,55
22,11,91
28,77,89
85,72,31
34,91,45
69,32,51
21,84,55
29,82,42
31,95,17
73,95,21
66,77,13
98,12,16
61,19,93
27,87,97
67,28,99
59,57,53
75,95,10
21,84,55
66,41,28
87,21,75
80,28,51
72,65,47
60,33,65
78,55,82
44,14,90
13,10,20
89,35,36
77,85,29
39,93,39
29,55,51
70,36,53
35,87,10
40,71,97
73,95,21
75,95,10
53,75,13
28,77,89
67,28,99
87,21,75
98,23,99
21,84,55
95,91,36
28,21,39
14,23,25
12,96,17
25,48,64
19,87,40
26,83,61
65,64,30
46,40,92
84,33,54
65,63,51
27,87,97
82,85,74
82,85,74
12,92,78
26,54,48
83,68,55
25,48,64
90,98,62
45,77,41
21,84,55
60,33,65
70,70,83
82,85,74
70,36,53
17,78,92
64,18,50
28,77,89
58,67,73
95,54,64
26,83,61
66,77,13
88,28,41
69,68,39
63,74,36
22,97,29
67,78,77
79,85,56
34,94,62
31,95,17
95,93,35
53,75,13
95,56,50
56,90,12
14,23,25
66,77,13
35,87,10
32,83,37
84,33,54
89,81,49
91,41,44
