21,87
51,69
23,9
81,79
35,34
53,8
90,86
86,4
81,71
86,28
55,99
14,66
98,15
46,86
75,84
48,78
45,20
5,50
89,33
41,13
92,50
65,51
79,6
98,7
8,48
100,47
14,33
5,81
48,75
73,31
38,95
95,76
44,15
13,11
36,2
58,12
4,64
40,89
54,65
7,30
84,31
64,33
55,26
7,5
17,67
6,51
0,99
6,81
42,93
24,27
67,16
73,70
81,72
13,66
10,91
67,10
24,76
1,21
84,44
36,94
49,46
19,10
26,49
67,77
15,58
69,70
73,78
64,12
83,19
99,10
40,5
60,38
28,93
56,6
11,29
91,12
77,98
46,18
88,67
83,79
92,54
59,48
13,40
98,71
28,20
84,77
99,65
45,82
65,45
18,45
23,48
67,27
9,1
83,85
26,8
94,17
76,36
6,20
52,20
56,36
