-6,-30
-32,-94
-38,51
68,-86
-41,-22
23,6
71,28
66,-22
-32,76
45,-23
40,55
-10,-88
42,56
26,-17
-13,-15
92,-26
-49,-20
-10,34
-37,44
-60,40
58,-72
7,8
51,-74
1,95
-93,4
-58,-7
61,-63
-21,-40
-8,35
-12,14
-23,14
-42,-90
-82,-93
5,-74
5,25
94,-16
-94,26
-28,-52
-28,-50
94,-79
84,20
100,43
-95,-78
65,47
-9,-69
23,3
2,-35
-46,-61
-26,60
49,29
-49,-30
-62,76
61,-74
-67,-65
55,-7
5,49
-86,67
52,70
-93,-16
-93,-36
28,-79
-72,77
48,30
84,3
52,5
-41,-17
-4,39
-24,-40
-55,-65
-99,97
63,-75
86,-25
44,-58
-65,30
-60,49
47,17
-67,59
-86,-23
52,-50
39,-40
-82,-9
-40,62
85,-58
-6,2
14,40
71,-20
97,-22
-22,-82
-43,-74
74,-95
23,24
-65,30
-6,60
-23,54
93,53
14,-12
-19,-76
76,-56
-99,-32
95,83
-46,96
34,-46
11,-35
21,20
-1,-38
-18,91
-95,-23
99,-52
-77,-92
-94,87
-14,26
93,-13
-96,-21
-88,-54
85,-26
45,8
-77,15
-12,10
-10,48
40,-70
-55,60
-32,5
93,-44
-28,26
89,62
89,68
94,-81
54,-31
-15,8
93,-9
6,-17
-67,-98
-99,-10
-92,-59
-32,-27
-31,34
14,-92
-55,76
37,-41
75,56
100,39
-99,20
-69,-32
-38,73
-29,-77
4,20
-16,-11
-78,1
-79,86
-29,-22
38,54
18,15
76,51
6,-40
-75,-31
33,-76
4,37
-80,-36
-53,-38
-7,-50
50,-92
51,-5
83,-47
79,59
55,17
-55,-38
14,-33
-97,99
42,-91
49,-71
97,-65
-58,54
-96,-79
-94,-36
-62,67
-4,-24
56,24
17,96
-95,10
-38,-41
20,-11
0,-44
65,-44
30,3
64,-28
-46,77
29,-31
21,-14
-58,13
26,84
40,12
-68,45
57,-10
95,-74
9,59
21,96
-18,66
80,36
99,49
95,-9
-62,-5
5,-90
-64,-44
-38,-34
94,-87
23,12
-64,-97
42,-42
-20,-12
51,-96
81,-39
3,-16
-56,-27
-52,100
-22,18
100,29
-85,7
75,-46
-10,-52
-48,-18
-9,94
57,54
59,7
69,51
-8,92
64,63
-41,-43
-56,57
-45,-80
-62,66
96,27
-79,2
68,95
31,-41
98,-35
86,-87
-97,86
57,-61
-27,-36
52,-33
88,20
98,66
26,57
-26,66
-87,-26
-3,73
-6,-5
-49,-86
-65,22
-62,90
-83,2
-59,-18
-50,-100
-33,19
-9,-21
-92,78
-74,-25
-99,-15
8,33
-74,81
-52,79
53,72
-38,14
54,100
85,31
50,-70
41,12
-17,-89
83,6
-90,45
-24,29
63,61
1,20
43,-89
-26,24
-82,99
42,37
31,37
29,-51
5,-1
-64,7
11,85
14,-72
-12,-52
-89,-51
14,10
-72,66
38,-71
52,87
54,-41
-65,-54
-36,17
23,-74
48,-37
-35,23
65,-20
-58,-70
71,-27
-82,43
10,72
72,-64
-9,-90
-6,-11
38,0
63,-14
78,60
49,84
-34,74
-43,91
25,59
94,36
-8,-85
17,37
65,32
-23,24
11,-40
68,51
-48,-30
